regex,rat,redos,rescue,revealer,saferegex,k
(?:(?:[a-zA-Z0-9\/;\?&=:\-_\$\+!\*\(\|\\\\~\[\]#%\.](?!www))+(?:\.[Cc]om|\.[Ee]du|\.[gG]ov|\.[Ii]nt|\.[Mm]il|\.[Nn]et|\.[Oo]rg|\.[Bb]iz|\.[Ii]nfo|\.[Nn]ame|\.[Pp]ro|\.[Aa]ero|\.[cC]oop|\.[mM]useum|\.[Cc]at|\.[Jj]obs|\.[Tt]ravel|\.[Aa]rpa|\.[Mm]obi|\.[Aa]c|\.[Aa]d|\.[aA]e|\.[aA]f|\.[aA]g|\.[aA]i|\.[aA]l|\.[aA]m|\.[aA]n|\.[aA]o|\.[aA]q|\.[aA]r|\.[aA]s|\.[aA]t|\.[aA]u|\.[aA]w|\.[aA]z|\.[aA]x|\.[bB]a|\.[bB]b|\.[bB]d|\.[bB]e|\.[bB]f|\.[bB]g|\.[bB]h|\.[bB]i|\.[bB]j|\.[bB]m|\.[bB]n|\.[bB]o|\.[bB]r|\.[bB]s|\.[bB]t|\.[bB]v|\.[bB]w|\.[bB]y|\.[bB]z|\.[cC]a|\.[cC]c|\.[cC]d|\.[cC]f|\.[cC]g|\.[cC]h|\.[cC]i|\.[cC]k|\.[cC]l|\.[cC]m|\.[cC]n|\.[cC]o|\.[cC]r|\.[cC]s|\.[cC]u|\.[cC]v|\.[cC]x|\.[cC]y|\.[cC]z|\.[dD]e|\.[dD]j|\.[dD]k|\.[dD]m|\.[dD]o|\.[dD]z|\.[eE]c|\.[eE]e|\.[eE]g|\.[eE]h|\.[eE]r|\.[eE]s|\.[eE]t|\.[eE]u|\.[fF]i|\.[fF]j|\.[fF]k|\.[fF]m|\.[fF]o|\.[fF]r|\.[gG]a|\.[gG]b|\.[gG]d|\.[gG]e|\.[gG]f|\.[gG]g|\.[gG]h|\.[gG]i|\.[gG]l|\.[gG]m|\.[gG]n|\.[gG]p|\.[gG]q|\.[gG]r|\.[gG]s|\.[gG]t|\.[gG]u|\.[gG]w|\.[gG]y|\.[hH]k|\.[hH]m|\.[hH]n|\.[hH]r|\.[hH]t|\.[hH]u|\.[iI]d|\.[iI]e|\.[iI]l|\.[iI]m|\.[iI]n|\.[iI]o|\.[iI]q|\.[iI]r|\.[iI]s|\.[iI]t|\.[jJ]e|\.[jJ]m|\.[jJ]o|\.[jJ]p|\.[kK]e|\.[kK]g|\.[kK]h|\.[kK]i|\.[kK]m|\.[kK]n|\.[kK]p|\.[kK]r|\.[kK]w|\.[kK]y|\.[kK]z|\.[lL]a|\.[lL]b|\.[lL]c|\.[lL]i|\.[lL]k|\.[lL]r|\.[lL]s|\.[lL]t|\.[lL]u|\.[lL]v|\.[lL]y|\.[mM]a|\.[mM]c|\.[mM]d|\.[mM]g|\.[mM]h|\.[mM]k|\.[mM]l|\.[mM]m|\.[mM]n|\.[mM]o|\.[mM]p|\.[mM]q|\.[mM]r|\.[mM]s|\.[mM]t|\.[mM]u|\.[mM]v|\.[mM]w|\.[mM]x|\.[mM]y|\.[mM]z|\.[nN]a|\.[nN]c|\.[nN]e|\.[nN]f|\.[nN]g|\.[nN]i|\.[nN]l|\.[nN]o|\.[nN]p|\.[nN]r|\.[nN]u|\.[nN]z|\.[oO]m|\.[pP]a|\.[pP]e|\.[pP]f|\.[pP]g|\.[pP]h|\.[pP]k|\.[pP]l|\.[pP]m|\.[pP]n|\.[pP]r|\.[pP]s|\.[pP]t|\.[pP]w|\.[pP]y|\.[qP]a|\.[rR]e|\.[rR]o|\.[rR]u|\.[rR]w|\.[sS]a|\.[sS]b|\.[sS]c|\.[sS]d|\.[sS]e|\.[sS]g|\.[sS]h|\.[Ss]i|\.[sS]j|\.[sS]k|\.[sS]l|\.[sS]m|\.[sS]n|\.[sS]o|\.[sS]r|\.[sS]t|\.[sS]v|\.[sS]y|\.[sS]z|\.[tT]c|\.[tT]d|\.[tT]f|\.[tT]g|\.[tT]h|\.[tT]j|\.[tT]k|\.[tT]l|\.[tT]m|\.[tT]n|\.[tT]o|\.[tT]p|\.[tT]r|\.[tT]t|\.[tT]v|\.[tT]w|\.[tT]z|\.[uU]a|\.[uU]g|\.[uU]k|\.[uU]m|\.[uU]s|\.[uU]y|\.[uU]z|\.[vV]a|\.[vV]c|\.[vV]e|\.[vV]g|\.[vV]i|\.[vV]n|\.[vV]u|\.[wW]f|\.[wW]s|\.[yY]e|\.[yY]t|\.[yY]u|\.[zZ]a|\.[zZ]m|\.[zZ]w)),0,1,0,0,0,1
"(?:(?:[a-zA-Z0-9](?:[a-zA-Z0-9\-]{0,61}[a-zA-Z0-9])?\.)+[a-zA-Z]{2,6}\.?\t*\s*){2}\(\r*\n*([0-9]{1,})",0,1,1,1,0,3
"(?:(?:http|https)://(?:(?:[^/&=()/§, ]*?)*\.)+(?:\w{2,3})+?)(?:/+[^ ?,§$&()={\[\]}]*)*(?:\?+.*)?$",1,0,1,1,0,3
"(?:(?:http|https):\/\/(?:(?:[^\/&=()\/§, ]*?)*\.)+(?:\w{2,3})+?)(?:\/+[^ ?,§$&()={\[\]}]*)*(?:\?+.*)?$",0,1,0,0,0,1
(?:(?:w{3}\.)(?:[a-zA-Z0-9\/;\?&=:\-_\$\+!\*\(\|\\\\~\[\]#%\.])+[\.com|\.edu|\.gov|\.int|\.mil|\.net|\.org|\.biz|\.info|\.name|\.pro|\.aero|\.coop|\.museum|\.cat|\.jobs|\.travel|\.arpa|\.mobi|\.ac|\.ad|\.ae|\.af|\.ag|\.ai|\.al|\.am|\.an|\.ao|\.aq|\.ar|\.as|\.at|\.au|\.aw|\.az|\.ax|\.ba|\.bb|\.bd|\.be|\.bf|\.bg|\.bh|\.bi|\.bj|\.bm|\.bn|\.bo|\.br|\.bs|\.bt|\.bv|\.bw|\.by|\.bz|\.ca|\.cc|\.cd|\.cf|\.cg|\.ch|\.ci|\.ck|\.cl|\.cm|\.cn|\.co|\.cr|\.cs|\.cu|\.cv|\.cx|\.cy|\.cz|\.de|\.dj|\.dk|\.dm|\.do|\.dz|\.ec|\.ee|\.eg|\.eh|\.er|\.es|\.et|\.eu|\.fi|\.fj|\.fk|\.fm|\.fo|\.fr|\.ga|\.gb|\.gd|\.ge|\.gf|\.gg|\.gh|\.gi|\.gl|\.gm|\.gn|\.gp|\.gq|\.gr|\.gs|\.gt|\.gu|\.gw|\.gy|\.hk|\.hm|\.hn|\.hr|\.ht|\.hu|\.id|\.ie|\.il|\.im|\.in|\.io|\.iq|\.ir|\.is|\.it|\.je|\.jm|\.jo|\.jp|\.ke|\.kg|\.kh|\.ki|\.km|\.kn|\.kp|\.kr|\.kw|\.ky|\.kz|\.la|\.lb|\.lc|\.li|\.lk|\.lr|\.ls|\.lt|\.lu|\.lv|\.ly|\.ma|\.mc|\.md|\.mg|\.mh|\.mk|\.ml|\.mm|\.mn|\.mo|\.mp|\.mq|\.mr|\.ms|\.mt|\.mu|\.mv|\.mw|\.mx|\.my|\.mz|\.na|\.nc|\.ne|\.nf|\.ng|\.ni|\.nl|\.no|\.np|\.nr|\.nu|\.nz|\.om|\.pa|\.pe|\.pf|\.pg|\.ph|\.pk|\.pl|\.pm|\.pn|\.pr|\.ps|\.pt|\.pw|\.py|\.qa|\.re|\.ro|\.ru|\.rw|\.sa|\.sb|\.sc|\.sd|\.se|\.sg|\.sh|\..si|\.sj|\.sk|\.sl|\.sm|\.sn|\.so|\.sr|\.st|\.sv|\.sy|\.sz|\.tc|\.td|\.tf|\.tg|\.th|\.tj|\.tk|\.tl|\.tm|\.tn|\.to|\.tp|\.tr|\.tt|\.tv|\.tw|\.tz|\.ua|\.ug|\.uk|\.um|\.us|\.uy|\.uz|\.va|\.vc|\.ve|\.vg|\.vi|\.vn|\.vu|\.wf|\.ws|\.ye|\.yt|\.yu|\.za|\.zm|\.zw](?:[a-zA-Z0-9\/;\?&=:\-_\$\+!\*\(\|\\\\~\[\]#%\.])*),0,1,0,0,0,1
"(?:@[A-Z]\w*\s+)*(?:(?:public|private|protected)\s+)?(?:(?:(?:abstract|final|native|transient|static|synchronized)\s+)*(?:<(?:\?|[A-Z]\w*)(?:\s+(?:extends|super)\s+[A-Z]\w*)?(?:(?:,\s*(?:\?|[A-Z]\w*))(?:\s+(?:extends|super)\s+[A-Z]\w*)?)*>\s+)?(?:(?:(?:[A-Z]\w*(?:<[A-Z]\w*>)?|int|float|double|char|byte|long|short|boolean)(?:(?:\[\]))*)|void)+)\s+(([a-zA-Z]\w*)\s*\(\s*(((?:[A-Z]\w*(?:<(?:\?|[A-Z]\w*)(?:\s+(?:extends|super)\s+[A-Z]\w*)?(?:(?:,\s*(?:\?|[A-Z]\w*))(?:\s+(?:extends|super)\s+[A-Z]\w*)?)*>)?|int|float|double|char|boolean|byte|long|short)(?:(?:\[\])|\.\.\.)?\s+[a-z]\w*)(?:,\s*((?:[A-Z]\w*(?:<[A-Z]\w*>)?|int|float|double|char|byte|long|short|boolean)(?:(?:\[\])|\.\.\.)?\s+[a-z]\w*))*)?\s*\))",0,1,1,1,0,3
(?:[^;`](?!(?:--\ |\#|/\*)))* #everything else not quote or followed by comment,0,0,1,0,0,1
(?:[^;`](?!(?:--\ |\#|\/\*)))* #everything else not quote or followed by comment,0,1,0,0,0,1
"(?:\+?1[ .*-]?)?(?:\(? ?)?\d{3}(?: ?\)?)? ?(?:\*|(?:\.|-){1,2})? ?\d{3} ?(?:\*|(?:\.|-){1,2})? ?\d{4}",0,1,0,0,0,1
(?:\?=.*)?$,0,1,0,0,0,1
"(?:\b\w*(\w\w?)\1{2,}\w*\b)",0,1,0,0,0,1
"(?:\d|I{1,3})?\s?\w{2,}\.?\s*\d{1,}\:\d{1,}-?,?\d{0,2}(?:,\d{0,2}){0,2}",0,1,1,1,0,3
(?:\s?(?:\#|--\ ).*(?=[\r\n]))| #hash comments or double-dash comments,0,1,0,0,0,1
(?:set??[\s\S]*?\{[\s\S]*?})?,0,1,0,0,0,1
(?:youtu\.be\/|youtube.com\/(?:watch\?.*\bv=|embed\/|v\/)|ytimg\.com\/vi\/)(.+?)(?:[^-a-zA-Z0-9]|$),0,1,0,0,0,1
(?<!\\\\)\[(\\\\\[|\\\\\]|[^\[\]]|(?<!\\\\)\[.*(?<!\\\\)\])*(?<!\\\\)\],0,1,1,1,0,3
"(?=(.*\d.*){2,})(?=(.*[a-zA-Z].*){6,})",0,1,1,0,0,2
(?=([\W]*[\w][\W]*\b))\s(?=\d\.|\d\b),0,1,0,0,0,1
(?=.*[A-Z]+.*)[A-Z0-9&%.\/-]*,0,1,0,0,0,1
"(?=.*\d)(?=.*[a-z])(?=.*[A-Z])^[\w!@$#.+-]{8,64}$",0,1,0,0,0,1
"(?=[-_a-zA-Z0-9]*?[A-Z])(?=[-_a-zA-Z0-9]*?[a-z])(?=[-_a-zA-Z0-9]*?[0-9])[-_a-zA-Z0-9]{6,}",0,1,1,0,0,2
"(?=^.{1,254}$)(^(?:(?!\d+\.)[a-zA-Z0-9_\-]{1,63}\.?)+(?:[a-zA-Z]{2,})$)",0,0,1,1,0,2
"(?=^.{1,254}$)(^(?:(?!\d+\.|-)[a-zA-Z0-9_\-]{1,63}(?<!-)\.?)+(?:[a-zA-Z]{2,})$)",0,0,1,1,0,2
"(?=^.{1,254}$)(^(?:[a-zA-Z0-9][a-zA-Z0-9\-]{0,61}[a-zA-Z0-9]\.?)+(?:[a-zA-Z]{2,})$)",0,0,1,1,0,2
"(?i)((https?|ftp)\:\/\/)?([a-z0-9+!*(),;?&=\$_.-]+(\:[a-z0-9+!*(),;?&=\$_.-]+)?@)?(([a-z0-9-.]*)\.([a-z]{2,6}))|(([0-9]{1,3}\.){3}[0-9]{1,3})(\:[0-9]{2,5})?(\/([a-z0-9+\$_-]\.?)+)*\/?(\?[a-z+&\$_.-][a-z0-9;:@&%=+\/\$_.-]*)?(#[a-z_.-][a-z0-9+\$_.-]*)?",0,1,0,0,0,1
"(?i)(?s)class\s+([a-z0-9_]+)(?:\s+extends\s+[a-z0-9_]+)?(?:\s+implements\s+(?:[a-z0-9_]+\s*,*\s*)+)?\s*\{",0,1,0,0,0,1
(?i)\s*MOVE\s+\w+(\-\w+)*\s+TO\s+\w+(\-\w+)*,0,1,0,0,0,1
"(?i)^([a-z0-9])(([\-.]|[_]+)?([a-z0-9]+))*(@)([a-z0-9])((([-]+)?([a-z0-9]+))?)*((.[a-z]{2,3})?(.[a-z]{2,6}))$",0,1,0,0,0,1
(@\s*.*?)|(([^\\\\]|\\\\.)*?),0,0,0,0,1,1
(AUX|PRN|NUL|COM\d|LPT\d)+\s*$,0,0,0,0,1,1
(CREATE|ALTER) +(PROCEDURE|PROC|FUNCTION|VIEW) *(\[(.*)\]|(.*)),0,1,0,0,1,2
"(INSERT\sINTO\s[\d\w]+[\s\w\d\)\(\,]*\sVALUES\s\([\d\w\\,\)]+)|",0,1,0,0,1,2
"(SELECT\s(?:DISTINCT)?[A-Za-z0-9_\*\)\(,\s\.\+\|\:=]+?)\s(?:FROM\s[\w\.]+)",0,1,0,0,0,1
"(UPDATE\s+)(\w+)\s+(SET)\s+([\w+\s*=\s*\w+,?\s*]+)\s+(WHERE.+)",0,1,0,1,0,2
(Word1|Word2).*?(10|[1-9]),0,0,0,0,1,1
"([+(]?\d{0,2}[)]?)([-\/.\s]?\d+)+",0,1,0,0,0,1
([0-9]+)(?:st|nd|rd|th),0,1,0,0,0,1
([0-9]+)\s(d)\s(([0-1][0-9])|([2][0-3])):([0-5][0-9]):([0-5][0-9]),0,1,0,0,0,1
([0-9]+\.[0-9]*)|([0-9]*\.[0-9]+)|([0-9]+),0,0,0,0,1,1
"([0-9a-zA-Z]([-.\w]*[0-9a-zA-Z])*@([0-9a-zA-Z][-\w]*[0-9a-zA-Z]\.)+[a-zA-Z]{2,9})$",1,1,1,1,0,4
([0-9a-zA-Z]+)|([0-9a-zA-Z][0-9a-zA-Z\\\\s]+[0-9a-zA-Z]+),0,1,0,0,0,1
"([0-9a-z_-]+[\.][0-9a-z_-]{1,3})$",0,1,0,0,0,1
([0369]*([147][0369]*([147][0369]*[258])*[0369]*[147][0369]*([258][0369]*[147])*[0369]*[0369]*([258][0369]*[147])*[0369]*[147]|[258][0369]*([258][0369]*[147])*[0369]*[258][0369]*([147][0369]*[258])*[0369]*[0369]*([147][0369]*[258])*[0369]*[258]|[147][0369]*([147][0369]*[258])*[0369]*[258]|[258][0369]*([258][0369]*[147])*[0369]*[147])*[0369]*)*,0,1,1,1,1,4
([0]{1}[6]{1}[-\s]*([1-9]{1}[\s]*){8})|([0]{1}[1-9]{1}[0-9]{1}[0-9]{1}[-\s]*([1-9]{1}[\s]*){6})|([0]{1}[1-9]{1}[0-9]{1}[-\s]*([1-9]{1}[\s]*){7}),0,0,0,0,1,1
([0]{1}[6]{1}[-\s]*[1-9]{1}[\s]*([0-9]{1}[\s]*){7})|([0]{1}[1-9]{1}[0-9]{1}[0-9]{1}[-\s]*[1-9]{1}[\s]*([0-9]{1}[\s]*){5})|([0]{1}[1-9]{1}[0-9]{1}[-\s]*[1-9]{1}[\s]*([0-9]{1}[\s]*){6}),0,0,0,0,1,1
"([A-Z]:\\\\[^\/:\*\?<>\|]+\.\w{2,6})|(\\\\{2}[^\/:\*\?<>\|]+\.\w{2,6})",0,1,0,0,0,1
([A-Z][\w\d\.\-]+)(?:(?:\+)([\w\d\.\-]+))?@([A-Z0-9][\w\.-]*[A-Z0-9]\.[A-Z][A-Z\.]*[A-Z]),0,1,0,0,0,1
"([A-Za-z0-9.]+\s*)+,",1,1,1,1,0,4
"([A-Za-z]{0,}[\.\,\s]{0,}[A-Za-z]{1,}[\.\s]{1,}[0-9]{1,2}[\,\s]{0,}[0-9]{4})| ([0-9]{0,4}[-,\s]{0,}[A-Za-z]{3,9}[-,\s]{0,}[0-9]{1,2}[-,\s]{0,}[A-Za-z]{0,8})| ([0-9]{1,4}[/\.\-][0-9]{1,4}[/\.\-][0-9]{1,4})",0,0,1,1,0,2
"([A-Za-z]{0,}[\.\,\s]{0,}[A-Za-z]{1,}[\.\s]{1,}[0-9]{1,2}[\,\s]{0,}[0-9]{4})| ([0-9]{0,4}[-,\s]{0,}[A-Za-z]{3,9}[-,\s]{0,}[0-9]{1,2}[-,\s]{0,}[A-Za-z]{0,8})| ([0-9]{1,4}[\/\.\-][0-9]{1,4}[\/\.\-][0-9]{1,4})",0,1,0,0,0,1
"([A-Zäöü0-9/][^a-z\:\,\(\)]*[A-Zäöü0-9])($|[\.\:\,\;\)\-\ \+]|s\b)",0,0,1,0,0,1
"([A-Zäöü0-9\/][^a-z\:\,\(\)]*[A-Zäöü0-9])($|[\.\:\,\;\)\-\ \+]|s\b)",0,1,0,0,0,1
([Cc][Hh][Aa][Nn][Dd][Aa][Nn].*?),0,0,0,0,1,1
([\r\n ]*//[^\r\n]*)+,0,0,0,0,1,1
([\r\n ]*\/\/[^\r\n]*)+,0,1,0,0,0,1
"([\w\-\.]*)@(([\d]{1,3}\.[\d]{1,3}\.[\d]{1,3}\.[\d]{1,3})|([\w\-]+\.)+(((af|ax|al|dz|as|ad|ao|ai|aq|ag|am|aw|au|at|az|bs|bh|bd|bb|by|be|bz|bj|bm|bt|bo|ba|bw|bv|br|io|bn|bg|bf|kh|cm|ca|cv|ky|cf|td|cl|cn|cx|cc|km|cg|cd|ck|cr|ci|hr|cu|cy|cz|dk|dj|dm|do|ec|eg|sv|gq|er|ee|et|fk|fo|fj|fi|fr|gf|pf|tf|ga|gm|ge|de|gh|gi|gr|gl|gd|gp|gu|gt| gg|gn|gw|gy|ht|hm|va|hn|hk|hu|is|id|ir|iq|ie|im|il|it|jm|jp|je|jo|kz|ke|ki|kp|kr|kw|kg|la|lv|lb|ls|lr|ly|li|lt|lu|mo|mk|mg|mw|my|mv|ml|mt|mh|mq|mr|yt|mx|fm|md|mc|mn|ms|ma|mz|mm|nr|np|nl|an|nc|nz|ni|ng|nu|nf|mp|no|om|pk|pw|ps|pa|pg|py|pe|ph|pn|pl|pt|qa|re|ro|ru|rw|sh|kn|lc|pm|vc|ws|sm|st|sa|sn|cs|sc|sl|sg|sk|si|sb|so|za|gs|es|lk|sd|sr|sj|sz|se|ch|sy|tw|tj|tz|th|tl|tg|tk|to|tt|tn|tr|tm|tc|tv|ug|ua|gb|us|um|uy|uz|vu|ve|vn|vg|vi|wf|eh|ye|zm|zw|uk|com|edu|gov|int|mil|net|org|biz|info|name|pro|aero|coop|museum|arpa|co|in|ne|bi|na|pr|ae|mu|ar)))?)",0,1,0,0,0,1
"([^,0-9]\D*)([0-9]*|\d*\,\d*)$",0,0,1,0,1,2
([^\.\?\!]*)[\.\?\!],0,1,0,0,1,2
([^\=&]+)(?<!param1|param2|param3)\=([^\=&]+)(&)?,0,1,1,0,0,2
([^\\\\]|\\\\.)*,0,0,0,0,1,1
"([^_.]([a-zA-Z0-9_]*[.]?[a-zA-Z0-9_]+[^_]){2})@([a-z0-9]+[.]([a-z]{2,3}|[a-z]{2,3}[.][a-z]{2,3}))",0,1,1,1,0,3
([a-z0-9](?:[-a-z0-9]*[a-z0-9])?\.)+,0,1,0,0,0,1
([a-zA-Z0-9._-]+@[a-zA-Z0-9._-]+\.[a-zA-Z0-9._-]+),0,1,0,0,0,1
([a-zA-Z0-9\_\-\.]+[a-zA-Z0-9\_\-\.]+[a-zA-Z0-9\_\-\.]+)+@([a-zA-z0-9][a-zA-z0-9][a-zA-z0-9]*)+(\.[a-zA-z0-9][a-zA-z0-9][a-zA-z0-9]*)(\.[a-zA-z0-9]+)*,1,1,1,1,0,4
([a-zA-Z0-9_\-\.]+)(@[a-zA-Z0-9_\-\.]+),0,1,0,0,0,1
([a-zA-Z1-9]*)\.(((a|A)(s|S)(p|P)(x|X))|((h|H)(T|t)(m|M)(l|L))|((h|H)(t|T)(M|m))|((a|A)(s|S)(p|P))|((t|T)(x|X)(T|x))|((m|M)(S|s)(P|p)(x|X))|((g|G)(i|I)(F|f))|((d|D)(o|O)(c|C))),0,1,0,0,1,2
([a-zA-Z]:(\\\\w+)*\\\\[a-zA-Z0_9]+)?.xls,0,0,0,0,1,1
"([a-zA-Z]{1}[a-zA-Z]*[\s]{0,1}[a-zA-Z])+([\s]{0,1}[a-zA-Z]+)",0,1,0,0,0,1
([a-z\s.\-_])*<\w+([-+.]\w+)*@\w+([-.]\w+)*\.\w+([-.]\w+)*\>,0,1,0,0,0,1
([a-z\s.\-_])*<\w+([-+.]\w+)*@\w+([-.]\w+)*\.\w+([-.]\w+)*\>|^\w+([-+.]\w+)*@\w+([-.]\w+)*\.\w+([-.]\w+)*,0,1,0,0,0,1
([a-z]\w*\.)*[a-z]\w*,0,0,0,0,1,1
([oO0]*)([|:;=X^])([-]*)([)(oO0\]\[DPp*>X^@]),0,1,0,0,1,2
(\#([a-z-A-Z0-9_\-\%\~\+\&\;]*$))?$,0,0,0,0,1,1
(\&?[^\=\n\r]+\=[^\&\n\r]*)+,0,1,0,0,1,2
(\(?\+44\)?\s?(1|2|3|7|8)\d{3}|\(?(01|02|03|07|08)\d{3}\)?)\s?\d{3}\s?\d{3}|(\(?\+44\)?\s?(1|2|3|5|7|8)\d{2}|\(?(01|02|03|05|07|08)\d{2}\)?)\s?\d{3}\s?\d{4}|(\(?\+44\)?\s?(5|9)\d{2}|\(?(05|09)\d{2}\)?)\s?\d{3}\s?\d{3},0,1,0,0,0,1
(\*\*)(.+)(\*\*),0,0,0,0,1,1
"(\+)?([-\._\(\) ]?[\d]{3,20}[-\._\(\) ]?){2,10}",0,1,0,0,0,1
"(\,\d{3})*  # if the is a comma it must be followed by 3 digits",0,1,0,0,1,2
(\/\*(\s*|.*?)*\*\/)|(--.*),0,1,0,0,0,1
(\/\*(\s*|.*?)*\*\/)|(\/\/.*),0,1,0,0,0,1
(\/\*[\d\D]*?\*\/)|(\/\*(\s*|.*?)*\*\/)|(\/\/.*)|(\/\\\\*[\\\\d\\\\D]*?\\\\*\/)|([\r\n ]*\/\/[^\r\n]*)+,0,1,0,0,0,1
(\/\/-->\s*)?<\/?SCRIPT([^>]*)>(\s*<!--\s)?,0,1,0,0,0,1
(\<!--\s*.*?((--\>)|$)),0,1,0,0,1,2
(\<(.*?)\>)(.*?)(\</(.*?)\>),0,0,0,0,1,1
(\<(.*?)\>)(.*?)(\<\/(.*?)\>),0,1,0,0,0,1
(\<\?php\s+.*?((\?\>)|$)),0,1,0,0,1,2
(\=\?([a-zA-Z0-9_\-])*)?(((\+([a-zA-Z0-9_])*)?(\-([a-zA-Z0-9_])*)?)*)?,0,0,0,0,1,1
(\?([a-zA-Z0-9_\-]+\=[a-z-A-Z0-9_\-\%\~\+]+)?(\&([a-zA-Z0-9_\-]+\=[a-z-A-Z0-9_\-\%\~\+]+))*)?,0,0,0,0,1,1
(\S*)+(\u007C)+(\S*),0,1,1,1,0,3
"(\S+)\x20{2,}(?=\S+)",0,1,0,0,0,1
(\[([^\/].*?)(=(.+?))?\](.*?)\[\/\2\]|\[([^\/].*?)(=(.+?))?\]),0,1,0,0,0,1
(\[(\w+)\s*(([\w]*)=(|)?([a-zA-Z0-9|:|/|=|-|.|\?|&]*)(\5)?)*\])([a-zA-Z0-9|:|/|=|-|.|\?|&|\s]+)(\[/\2\]),0,0,1,1,0,2
(\[(\w+)\s*(([\w]*)=(|)?([a-zA-Z0-9|:|\/|=|-|.|\?|&]*)(\5)?)*\])([a-zA-Z0-9|:|\/|=|-|.|\?|&|\s]+)(\[\/\2\]),0,1,0,0,0,1
(\[[Ii][Mm][Gg]\])(\S+?)(\[\/[Ii][Mm][Gg]\]),0,1,0,0,0,1
(\[[abiu][^\[\]]*\])([^\[\]]+)(\[/?[abiu]\]),0,0,0,0,1,1
(\[a url=\[^\[\]\]*\\])([^\[\]]+)(\[/a\]),0,0,0,0,1,1
(\[b\])([^\[\]]+)(\[/b\]),0,0,0,0,1,1
(\\\\d{1}-\\\\d{2}\\\\s*)(of +)(\\\\s?\\\\d{5})|(\\\\d{1}-\\\\d{2}\\\\s*)(of +)(\\\\s?\\\\d{4})|(\\\\d{1}-\\\\d{2}\\\\s*)(of +)(\\\\s?\\\\d{3})|(\\\\d{1}-\\\\d{2}\\\\s*)(of +)(\\\\s?\\\\d{2})|(\\\\d{1}-\\\\d{2}\\\\s*)(of +)(\\\\s?\\\\d{1}),0,0,0,0,1,1
(\_\_)(.+)(\_\_),0,0,0,0,1,1
(\bprotected\b.*(public))|(\bprivate\b.*(protected))|(\bprivate\b.*(public)),0,1,0,0,0,1
(\d)+\</a\>,0,0,0,0,1,1
(\d)+\<\/a\>,0,1,0,0,0,1
(\d*)*-*(\d*)/*(\d*),0,0,0,0,1,1
(\d*)*-*(\d*)\/*(\d*),0,1,0,0,0,1
"(\d+(-\d+)*)+(,\d+(-\d+)*)*",0,1,0,0,0,1
"(\d+)([,|.\d])*\d",0,1,0,0,0,1
(\d+)?-?(\d+)-(\d+),0,1,1,0,0,2
(\d\d\d\d)-?(\d\d)-?(\d\d)T?(\d\d):?(\d\d)(?::?(\d\d)(\.\d+)*?)?(Z|[+-])(?:(\d\d):?(\d\d))?,0,1,0,0,0,1
"(\d{1,2}(\:|\s)\d{1,2}(\:|\s)\d{1,2}\s*(AM|PM|A|P))",0,0,0,0,1,1
"(\d{1,2})\W+(\d{1,2})\W*(\d{2,4})?|(\d{4})\W(\d{1,2})\W(\d{1,2})|([a-zA-Z]+)\W*(\d{1,2})\W+(\d{2,4})|(\d{4})\W*([a-zA-Z]+)\W*(\d{1,2})|(\d{1,2})\W*([a-zA-Z]+)\W*(\d{2,4})|(\d{1,2})\W*([a-zA-Z]+)|([a-zA-Z]+)\W*(\d{1,2})|(\d{2})(\d{2})(\d{2,4})?",0,1,1,1,1,4
"(\d{1,3},(\d{3},)*\d{3}(\.\d{1,3})?|\d{1,3}(\.\d{3})?)$",0,1,0,0,1,2
"(\s)*(int|void|float|char|double|string)((\s)|(\*))*(\&?)(\s)+([a-z])([a-z0-9])*(\s)*(\()(\s)*((int|void|float|char|double|string)((\s)|(\*))*(\&?)(\s)+([a-z])([a-z0-9])*((\s)*[,](\s)*(int|void|float|char|double|string)((\s)|(\*))*(\&?)(\s)+([a-z])([a-z0-9])*)*)?(\s)*(\))(\s)*;",0,0,1,1,1,3
(\s*\(?0\d{4}\)?(\s*|-)\d{3}(\s*|-)\d{3}\s*)|(\s*\(?0\d{3}\)?(\s*|-)\d{3}(\s*|-)\d{4}\s*)|(\s*(7|8)(\d{7}|\d{3}(\-|\s{1})\d{4})\s*),0,1,1,1,1,4
(\s*\(?0\d{4}\)?\s*\d{6}\s*)|(\s*\(?0\d{3}\)?\s*\d{3}\s*\d{4}\s*),0,1,1,0,1,3
(\s*\S*){2}(ipsum)(\S*\s*){2},0,1,1,1,0,3
"(\s+|)((\(\d{3}\) +)|(\d{3}-)|(\d{3} +))?\d{3}(-| +)\d{4}( +x\d{1,4})?(\s+|)",0,1,1,1,1,4
(\s?color=?.*?(?:(?=\s)||(?=>))) # color attribute,0,1,0,0,0,1
(\s?size=?.*?(?:(?=\s)||(?=>))) # size attribute,0,1,0,0,0,1
(\s?style=?).*? # style opener,0,1,0,0,1,2
"(\s{1,})",0,0,0,0,1,1
(\w(\s)?)+,0,0,0,0,1,1
(\w+([-+.]\w+)*@(gmail.com)),0,1,1,0,1,3
"(\w+),[^(]+\((\w+)\)\s+(\d+)\s+(\w+)\s+(\d+)\s+(\d+)\s+(\d+)\s+(\d+)",0,1,0,0,0,1
"(\w+),[^(]+\((\w+)\)\s+(\w+)\s+(\d+)/(\d+)\s+(\d+)?",0,0,0,0,1,1
"(\w+),[^(]+\((\w+)\)\s+(\w+)\s+(\d+)\/(\d+)\s+(\d+)?",0,1,0,0,0,1
